Service numérique,Consommation énergétique (kWh),Nombre d'utilisateurs,Type d'énergie utilisée,Pays,Émission de CO2 (kg),Catégorie d'empreinte carbone
Éducation en ligne,0.6782463577261393,0.35094855715618006,Non-renouvelable,France,1703.0899775836824,élevée
E-commerce,0.5658377720638825,0.1288048282360377,Non-renouvelable,France,1425.1866108895829,élevée
Streaming audio,0.2668031512081303,0.4790248317380809,Non-renouvelable,France,685.8949686693178,moyenne
Stockage de fichiers,0.8790824470264117,0.15837920132104627,Renouvelable,USA,879.8436864916065,moyenne
Streaming audio,0.7977885182523473,0.4917059674856797,Renouvelable,USA,799.4517613908588,moyenne
Éducation en ligne,0.6586603649626235,0.18416867384136545,Non-renouvelable,Allemagne,1654.668290779603,élevée
Recherche sur internet,0.8510031157391391,0.6323588392113848,Non-renouvelable,Allemagne,2130.1897795082486,élevée
Éducation en ligne,0.8677341029722107,0.8075942872869598,Non-renouvelable,France,2171.553147375511,élevée
Éducation en ligne,0.7086268024384568,0.3188927994814885,Renouvelable,Canada,711.2793469478845,moyenne
Jeux en ligne,0.8374196828859675,0.41710983328304085,Renouvelable,Allemagne,838.6431950800354,moyenne
Applications de messagerie,0.6977232209308771,0.39041409148213424,Renouvelable,Allemagne,700.4967470525908,moyenne
E-commerce,0.6803733307446719,0.2892470586958126,Non-renouvelable,USA,1708.3484101067436,élevée
Webinaire,0.6187757701837256,0.01971397031787174,Non-renouvelable,Canada,1556.0631610825812,élevée
Cloud computing,0.7530296036954521,0.43153575853512466,Renouvelable,France,755.1894731620649,moyenne
Streaming vidéo,0.1582598667731352,0.8902583892732133,Non-renouvelable,Allemagne,417.5476356003574,faible
Applications de messagerie,0.8813257023714569,0.747480569389609,Renouvelable,Canada,882.0620516069392,moyenne
Streaming vidéo,0.8722884698533269,0.7084874691384953,Non-renouvelable,Canada,2182.8127311694493,élevée
Jeux en ligne,0.028758731925147656,0.517734270508514,Renouvelable,France,38.95481020421356,faible
E-commerce,0.826210700653143,0.33513749540381954,Non-renouvelable,Canada,2068.8964576477874,élevée
Éducation en ligne,0.12849168595975402,0.30064156547363324,Renouvelable,Canada,137.58116879871076,faible
Réseaux sociaux,0.3349691713074733,0.2905246410556469,Renouvelable,Canada,341.7676657165505,faible
Cloud computing,0.7438110186710118,0.7117454549329052,Renouvelable,Allemagne,746.0731737286917,moyenne
Recherche sur internet,0.160417044772044,0.8903735827731638,Renouvelable,France,169.15229708782513,faible
Réseaux sociaux,0.818352277674029,0.5756249347890199,Renouvelable,Canada,819.7873538778717,moyenne
Jeux en ligne,0.8325351269802623,0.37109978028799984,Renouvelable,Canada,833.8128361781645,moyenne
Applications de messagerie,0.5075089922132737,0.46826961872961875,Non-renouvelable,Allemagne,1280.9826410580697,élevée
Recherche sur internet,0.005871992969728845,0.7149169953434082,Non-renouvelable,France,40.80503249916311,faible
Streaming audio,0.2868351826857887,0.7538757184767357,Non-renouvelable,USA,735.4193796079091,moyenne
Stockage de fichiers,0.6170894441695348,0.31813811117640306,Renouvelable,Allemagne,620.7576491919849,moyenne
Recherche sur internet,0.9817522583711362,0.8961115459068211,Renouvelable,France,981.3743162471492,élevée
Webinaire,0.6319925453456285,0.08717574688309106,Non-renouvelable,Canada,1588.7384793662543,élevée
Jeux en ligne,0.2595704580341102,0.9509695854984048,Renouvelable,France,267.2055452535182,faible
Email,0.6341871500906001,0.47944821308344854,Renouvelable,France,637.6656460686153,moyenne
Stockage de fichiers,0.5400626637287425,0.6998278530645592,Renouvelable,France,544.5855259186969,moyenne
Streaming vidéo,0.7801884146203245,0.47209291712762497,Renouvelable,USA,782.0469411996322,moyenne
Cloud computing,0.10657820673464641,0.7358038083815434,Renouvelable,France,115.91083243868883,faible
Streaming vidéo,0.7613500744990433,0.6074533210004585,Non-renouvelable,USA,1908.5440586925192,élevée
Recherche sur internet,0.5413452821001887,0.014818146052089576,Non-renouvelable,Canada,1364.634782223373,élevée
Streaming vidéo,0.9635379272909114,0.831180005624981,Non-renouvelable,USA,2408.405209551012,élevée
Webinaire,0.34172996492755675,0.8164639857473676,Non-renouvelable,Canada,871.133610945748,moyenne
Jeux en ligne,0.632801807033346,0.8657318235010419,Non-renouvelable,Canada,1590.7391855065216,élevée
Streaming audio,0.9325397247431227,0.13498104936252558,Renouvelable,USA,932.7078244549174,moyenne
Applications de messagerie,0.10210234267792753,0.5801355745069747,Renouvelable,Allemagne,111.48463071077248,faible
Cloud computing,0.937745867854206,0.15509327155369895,Renouvelable,UK,937.8562023640867,moyenne
Webinaire,0.6881268617397559,0.03803395856129952,Renouvelable,France,691.0068650778053,moyenne
Webinaire,0.06739126073107479,0.7278546527418566,Non-renouvelable,UK,192.89672128530046,faible
Streaming vidéo,0.3007760441290811,0.6567887067750463,Non-renouvelable,France,769.8848281933703,moyenne
Streaming vidéo,0.7084357028881523,0.13299401174732456,Non-renouvelable,France,1777.725919397072,élevée
Recherche sur internet,0.06690426415932206,0.5874275441931921,Renouvelable,Canada,76.67709545408398,faible
Applications de messagerie,0.5822944800804449,0.6905989036714962,Non-renouvelable,France,1465.8718889362763,élevée
Réseaux sociaux,0.34574529941665716,0.005615934417304839,Renouvelable,France,352.4242263834272,faible
Streaming vidéo,0.6210824624398285,0.48822402783621777,Non-renouvelable,USA,1561.7659064745058,élevée
Jeux en ligne,0.0452717568623708,0.27393275634725234,Non-renouvelable,UK,138.2115336859693,faible
Email,0.8719814084505937,0.7703160222096284,Renouvelable,USA,872.8214380908526,moyenne
Cloud computing,0.9740465219584719,0.2854488897698723,Renouvelable,France,973.754079485623,élevée
Éducation en ligne,0.9694302995185501,0.32950246258774457,Non-renouvelable,Canada,2422.9726918320866,élevée
Streaming vidéo,0.7499614004498564,0.10480960002122938,Non-renouvelable,USA,1880.3882835637387,élevée
Jeux en ligne,0.12970940620854537,0.31254107412209187,Renouvelable,USA,138.78537772932566,faible
Jeux en ligne,0.7585823049704996,0.9062338982907736,Non-renouvelable,Allemagne,1901.7014099243308,élevée
Cloud computing,0.024093202235245054,0.5653443672489399,Non-renouvelable,France,85.85261823553374,faible
Réseaux sociaux,0.021627108199455986,0.4997739352692944,Renouvelable,Canada,31.90231601370728,faible
Jeux en ligne,0.3234477860427598,0.4368756708312568,Non-renouvelable,USA,825.9352923951146,moyenne
Email,0.4886635935736197,0.6733745604101451,Renouvelable,USA,493.75675850061907,moyenne
Jeux en ligne,0.7707399811565104,0.5213203466902173,Non-renouvelable,Canada,1931.7583590742881,élevée
Jeux en ligne,0.6835314305058449,0.4322383785740894,Renouvelable,France,686.4624228404401,moyenne
Jeux en ligne,0.44587575833543586,0.21712989665353835,Non-renouvelable,Allemagne,1128.609198282452,élevée
Streaming audio,0.27340885753336935,0.8780665746056833,Renouvelable,USA,280.89039961884924,faible
Streaming audio,0.9977082382060487,0.9652638323168629,Non-renouvelable,Allemagne,2492.883137890335,élevée
Réseaux sociaux,0.4261325052995097,0.9999999999999999,Renouvelable,UK,431.9194892136132,faible
Streaming vidéo,0.4513661522395007,0.16222742815534194,Non-renouvelable,France,1142.1828852159467,élevée
Jeux en ligne,0.16328414279294096,0.6944686413338803,Non-renouvelable,UK,429.9689574493812,faible
Applications de messagerie,0.7951691466645732,0.8961891457165608,Non-renouvelable,UK,1992.153633156075,élevée
Streaming vidéo,0.6939297870348156,0.5524531491148695,Non-renouvelable,UK,1741.8635088091844,élevée
Réseaux sociaux,0.2204932449129544,0.11476348442445165,Non-renouvelable,France,571.404791652182,moyenne
E-commerce,0.08195136019364686,0.5253921253080118,Non-renouvelable,France,228.89308789921068,faible
Streaming vidéo,0.6807322582666663,0.7668236286997869,Non-renouvelable,Canada,1709.2357726349148,élevée
Streaming vidéo,0.6547153788616333,0.1704465748429056,Non-renouvelable,Allemagne,1644.9152553458098,élevée
Stockage de fichiers,0.27304131150465,0.31388540035973345,Non-renouvelable,Allemagne,701.3173293205681,moyenne
Recherche sur internet,0.9513960488576894,0.7537207198930328,Renouvelable,Canada,951.3549266279063,moyenne
Éducation en ligne,0.1507042918747475,0.5798716145323938,Renouvelable,Canada,159.54731286309124,faible
Stockage de fichiers,0.432292821427526,0.4411611504795005,Non-renouvelable,UK,1095.0286325804398,élevée
Email,0.9441403772770375,0.054776419066313455,Renouvelable,Canada,944.1797609659229,moyenne
Streaming audio,0.4196713697661084,0.5272428606667271,Non-renouvelable,USA,1063.8251093921526,élevée
Streaming audio,0.6387124025312296,0.6264101905839264,Non-renouvelable,Allemagne,1605.3517204686118,élevée
Recherche sur internet,0.3975139302451995,0.4525090169571667,Renouvelable,Canada,403.6184539831663,faible
Cloud computing,0.27399804562609786,0.6453744984911259,Non-renouvelable,USA,703.6826258129583,moyenne
Cloud computing,0.9845468209095967,0.34355044057995604,Non-renouvelable,USA,2460.344678700575,élevée
Réseaux sociaux,0.40926654464256396,0.8951552187178782,Renouvelable,USA,415.24066625189266,faible
Webinaire,0.8945688023444662,0.8747126947458695,Renouvelable,USA,895.1582116423432,moyenne
Recherche sur internet,0.22968841386025657,0.08577151198404419,Non-renouvelable,UK,594.1376495804383,moyenne
Éducation en ligne,0.21281984437117052,0.000795297531944082,Renouvelable,USA,220.97365698483247,faible
Streaming vidéo,0.030647622117744737,0.7208767009385757,Renouvelable,UK,40.822742055666254,faible
Cloud computing,0.651867838722601,0.4542383267068591,Non-renouvelable,UK,1637.8753928053154,élevée
Éducation en ligne,0.36841367216992976,0.4497807604339076,Renouvelable,USA,374.84108028652355,faible
Jeux en ligne,0.8647948991785676,0.771046385185754,Renouvelable,Allemagne,865.7146673412407,moyenne
Webinaire,0.4732132116764634,0.18753923967063102,Non-renouvelable,USA,1196.194519061604,élevée
Applications de messagerie,0.968745113886061,0.25276972015216803,Renouvelable,USA,968.5114936355745,élevée
Streaming vidéo,0.18521010169366203,0.5503889137614818,Renouvelable,USA,193.67026054608993,faible
Email,0.8690645423003308,0.24355685362122725,Non-renouvelable,Allemagne,2174.8423406901366,élevée
Jeux en ligne,0.7769362732747198,0.0212048516366021,Non-renouvelable,France,1947.0772106595607,élevée
Jeux en ligne,0.7712549779145622,0.9040536652943294,Non-renouvelable,France,1933.0315654940287,élevée
Recherche sur internet,0.8451981907344194,0.8937771184697799,Renouvelable,UK,846.3353958357188,moyenne
Webinaire,0.7613461586064869,0.07987211712183512,Non-renouvelable,UK,1908.5343775839222,élevée
Réseaux sociaux,0.6263931433753278,0.4526869336193938,Non-renouvelable,Allemagne,1574.895296037753,élevée
Email,0.13086932738849527,0.8837657378344707,Renouvelable,Canada,139.93242890556368,faible
Cloud computing,0.03204126099665736,0.40540955108912136,Non-renouvelable,France,105.5022942408485,faible
Éducation en ligne,0.9213470806955497,0.5657693568805198,Non-renouvelable,UK,2304.098423343825,élevée
Recherche sur internet,0.6168125338714101,0.28777587888318196,Non-renouvelable,France,1551.2095284388267,élevée
Cloud computing,0.796898803017141,0.5030337303856931,Non-renouvelable,Allemagne,1996.4297951660365,élevée
Recherche sur internet,0.481534865666035,0.24916736007256587,Renouvelable,Allemagne,486.7071279974246,faible
Recherche sur internet,0.11691719852801226,0.012657212490191968,Non-renouvelable,Canada,315.3377676819263,faible
Recherche sur internet,0.12480352918564848,0.3034106322595275,Non-renouvelable,Canada,334.83483570131233,faible
Webinaire,0.6858038559106683,0.16220491214837082,Renouvelable,Allemagne,688.7096343566817,moyenne
Réseaux sociaux,0.4302616675054114,0.6026330861866508,Non-renouvelable,UK,1090.00708987617,élevée
Recherche sur internet,0.200225929975635,0.7610589278078516,Renouvelable,France,208.51947943333334,faible
E-commerce,0.4916182196509578,0.9459597739473313,Renouvelable,USA,496.6786012740226,moyenne
Applications de messagerie,0.06375911918714929,0.07123079530356302,Renouvelable,Canada,73.56684770438275,faible
Cloud computing,0.5820952012864491,0.39058396671330026,Non-renouvelable,USA,1465.379219738137,élevée
Streaming vidéo,0.2687704626013692,0.7250892045999398,Renouvelable,UK,276.30347039074667,faible
Stockage de fichiers,0.7979217447178386,0.15235717463515522,Renouvelable,Canada,799.5835096308164,moyenne
Éducation en ligne,0.3101848483705749,0.5414355844180385,Renouvelable,USA,317.258339334338,faible
Email,0.4552035236233679,0.35214833867049816,Non-renouvelable,UK,1151.669868977458,élevée
Streaming audio,0.011112460530840137,0.18074845217529756,Non-renouvelable,France,53.76083627254907,faible
Réseaux sociaux,0.07200619654483173,0.0526548885166153,Non-renouvelable,UK,204.30604729153322,faible
Streaming vidéo,0.39240743758273144,0.5681148412852699,Non-renouvelable,Canada,996.4215521065449,élevée
Jeux en ligne,0.4799495945283625,0.7479660707899237,Non-renouvelable,Allemagne,1212.8486159248807,élevée
E-commerce,0.6001643437299674,0.05147561265150307,Non-renouvelable,France,1510.0508565952766,élevée
Streaming audio,0.2914647515382193,0.8245675368634277,Non-renouvelable,USA,746.8648823055255,moyenne
Stockage de fichiers,0.6952308872440094,0.3906702110614307,Renouvelable,Canada,698.0320672652772,moyenne
Streaming vidéo,0.860554353723314,0.7469898410591046,Renouvelable,Allemagne,861.5211732173126,moyenne
Streaming audio,0.7801940145597105,0.281230958142542,Renouvelable,UK,782.0524790044163,moyenne
Streaming vidéo,0.039141764634809374,0.11285967562073314,Renouvelable,Allemagne,49.222637094873576,faible
Éducation en ligne,0.480518336468032,0.8461312373611319,Non-renouvelable,Canada,1214.2546944631267,élevée
E-commerce,0.10452547466740679,0.49401647166531404,Renouvelable,Canada,113.88087663399313,faible
Stockage de fichiers,0.24179221852194965,0.6402812570927934,Renouvelable,Allemagne,249.6245657039022,faible
Jeux en ligne,0.9872347408067609,0.8465009421541666,Renouvelable,UK,986.7959673344751,élevée
Recherche sur internet,0.14213245696375876,0.9190044949589273,Renouvelable,Allemagne,151.0705874724981,faible
Cloud computing,0.4989199067818823,0.10361966925996118,Non-renouvelable,Canada,1259.7481797921062,élevée
Jeux en ligne,0.618319621489149,0.7910673371343837,Non-renouvelable,Canada,1554.9354424373448,élevée
Recherche sur internet,0.7027222620006195,0.7639248938380322,Non-renouvelable,USA,1763.6008020966574,élevée
Webinaire,0.5597477520268734,0.9997893145061988,Renouvelable,USA,564.0521966520449,moyenne
Webinaire,0.009260718809679706,0.044764837395227686,Non-renouvelable,France,49.182847362479556,faible
Webinaire,0.32630203379397976,0.054614585266208555,Renouvelable,Canada,333.196695161552,faible
Réseaux sociaux,0.5177642508316581,0.5177151721097437,Non-renouvelable,USA,1306.3363173771609,élevée
Applications de messagerie,0.08744289093185414,0.5947317770617776,Non-renouvelable,Allemagne,242.46958538346254,faible
Email,0.35049442930328617,0.6601452000999549,Non-renouvelable,UK,892.8016547427223,moyenne
Email,0.03271894025134913,0.10089342309446732,Non-renouvelable,Allemagne,107.17769425863224,faible
Webinaire,0.07814459897586129,0.8839114887724534,Non-renouvelable,UK,219.48178045867633,faible
Cloud computing,0.39684206496346447,0.6882598524115949,Renouvelable,USA,402.9540434395801,faible
Stockage de fichiers,0.13234183329963795,0.7762124015351896,Non-renouvelable,France,353.4714912565744,faible
E-commerce,0.5676486603513907,0.6485790087689794,Renouvelable,Allemagne,571.8654397789426,moyenne
Stockage de fichiers,0.6897078581878637,0.6045037240872422,Renouvelable,Allemagne,692.5703194458931,moyenne
E-commerce,0.8009526973972279,0.20309840359500214,Renouvelable,Allemagne,802.580832117992,moyenne
Stockage de fichiers,0.19985103263951226,0.3978242702049499,Renouvelable,UK,208.14874180236203,faible
Applications de messagerie,0.16714717889397362,0.7782657809566448,Renouvelable,USA,175.80775643647905,faible
Réseaux sociaux,0.10416273515750932,0.23899655806647005,Non-renouvelable,Allemagne,283.80540482764064,faible
Réseaux sociaux,0.6366143826344927,0.3215163163651767,Non-renouvelable,Allemagne,1600.164867620501,élevée
Webinaire,0.7067374613687145,0.35548392427464787,Non-renouvelable,France,1773.5274230550804,élevée
Recherche sur internet,0.03110018488801937,0.05853196840762979,Non-renouvelable,France,103.17570844346405,faible
Streaming audio,0.9367285009911597,0.7699324459480132,Renouvelable,USA,936.8501237812529,moyenne
Réseaux sociaux,0.051507907945563675,0.10380220974504843,Non-renouvelable,USA,153.62892703739422,faible
Réseaux sociaux,0.541375071691837,0.7871455312058788,Non-renouvelable,Canada,1364.7084298701493,élevée
Jeux en ligne,0.7093251179660722,0.03476712719272234,Renouvelable,France,711.9699142564073,moyenne
Jeux en ligne,0.8714130971218751,0.1686187575627146,Renouvelable,Canada,872.2594325086247,moyenne
Recherche sur internet,0.7143570992958848,0.9260389378154125,Non-renouvelable,UK,1792.3651570277589,élevée
Éducation en ligne,0.80209534587127,0.8842317387644621,Non-renouvelable,Canada,2009.2770055977348,élevée
Streaming audio,0.33930530818232024,0.2792529671372847,Renouvelable,Allemagne,346.05569061737805,faible
Cloud computing,0.8152068864504293,0.1664932062974859,Non-renouvelable,Canada,2041.6921565226178,élevée
Jeux en ligne,0.07968265029188815,0.9143589602349222,Non-renouvelable,USA,223.284244802071,faible
Cloud computing,0.8952870495750367,0.2427400452611947,Non-renouvelable,UK,2239.671223749806,élevée
Streaming vidéo,0.5476780877849813,0.9741383556359072,Non-renouvelable,Allemagne,1380.2911309804972,élevée
Jeux en ligne,0.8176822820660002,0.6695440247241838,Renouvelable,Canada,819.1247922628688,moyenne
Applications de messagerie,0.45229844415011,0.4249335425981743,Renouvelable,UK,457.79510167311713,faible
Éducation en ligne,0.6437697467798753,0.6501157262447582,Renouvelable,UK,647.1419182445597,moyenne
Streaming audio,0.5264648969637572,0.9271926821369056,Non-renouvelable,Allemagne,1327.8465858168802,élevée
Recherche sur internet,0.7318790796397946,0.6980227528271158,Non-renouvelable,Canada,1835.6840663444464,élevée
Streaming vidéo,0.08119946452212805,0.5008060529459882,Non-renouvelable,UK,227.0342055257092,faible
Streaming audio,0.05989799318275772,0.5053615236421088,Non-renouvelable,UK,174.3714078766454,faible
Webinaire,0.24685604055442228,0.055777175161868975,Non-renouvelable,France,636.5805041751124,moyenne
Applications de messagerie,0.15920048252682562,0.8716097075351625,Renouvelable,UK,167.94923331205646,faible
Streaming audio,0.8722284422706987,0.3387175405122271,Non-renouvelable,France,2182.664327315699,élevée
Applications de messagerie,0.21893589604020108,0.7520121168283228,Non-renouvelable,Canada,567.5546187111597,moyenne
Applications de messagerie,0.976425441234136,0.7608962898646405,Renouvelable,Canada,976.1066032609401,élevée
Cloud computing,0.3367480774480973,0.39928298579943583,Non-renouvelable,Canada,858.8170846334895,moyenne
Stockage de fichiers,0.18179872647667855,0.6702866508826777,Renouvelable,USA,190.2967365318123,faible
Webinaire,0.7900524426503596,0.021441068674022297,Renouvelable,Canada,791.8015220710545,moyenne
Streaming vidéo,0.658916589356113,0.9059968771102473,Renouvelable,UK,662.1206977458673,moyenne
Streaming audio,0.4982267026484621,0.9604532472203285,Renouvelable,Allemagne,503.21375928860766,moyenne
E-commerce,0.5554578720766902,0.22836196652392454,Renouvelable,France,559.809915428255,moyenne
Streaming vidéo,0.7194776120574391,0.8474771718849857,Non-renouvelable,USA,1805.024401223853,élevée
Stockage de fichiers,0.22818688763463274,0.5293147353796228,Renouvelable,Canada,236.17019391798578,faible
Streaming vidéo,0.9969167782349333,0.9494401053105811,Renouvelable,Canada,996.3705768961745,élevée
Réseaux sociaux,0.9753521598135894,0.34643228843648244,Non-renouvelable,Allemagne,2437.6130763132883,élevée
E-commerce,0.6505252138762224,0.7789215596596785,Non-renouvelable,Allemagne,1634.5560737086687,élevée
Stockage de fichiers,0.19924256596345508,0.25882733017050447,Renouvelable,USA,207.5470264198537,faible
Cloud computing,0.68046089832243,0.4596194513371794,Non-renouvelable,France,1708.564900017446,élevée
Streaming audio,0.07175744244541996,0.6796718050741027,Non-renouvelable,Canada,203.69106222346022,faible
Éducation en ligne,0.030165507906757427,0.9913299300656844,Renouvelable,USA,40.345977183748005,faible
Email,0.2574474160141127,0.8047106301084447,Renouvelable,UK,265.1060596261015,faible
Stockage de fichiers,0.4626145326831349,0.5889473746637425,Non-renouvelable,UK,1169.991817929808,élevée
Recherche sur internet,0.8687134912620391,0.5345983576583272,Renouvelable,USA,869.5897803542966,moyenne
Streaming audio,0.7274537303325403,0.862401062755529,Renouvelable,Canada,729.897379068645,moyenne
Webinaire,0.7430083953553098,0.12261634392718161,Non-renouvelable,USA,1863.198639969953,élevée
Stockage de fichiers,0.42544377532774547,0.08564506048060819,Renouvelable,Canada,431.23840110359464,faible
Réseaux sociaux,0.3457972925489268,0.7037144777321717,Renouvelable,Allemagne,352.4756426214933,faible
Email,0.3709288748829339,0.6914336042156397,Renouvelable,USA,377.3283753547567,faible
Réseaux sociaux,0.9882228047178094,0.0921342943111499,Renouvelable,Canada,987.7730680986974,élevée
Email,0.03963267396434543,0.29118966740440094,Renouvelable,USA,49.708099498357655,faible
Webinaire,0.867471107090142,0.37624026509381636,Non-renouvelable,USA,2170.9029529030604,élevée
Éducation en ligne,0.5787955563883763,0.6487679823989156,Non-renouvelable,Canada,1457.2216362166737,élevée
Recherche sur internet,0.43858039772852814,0.42836582641083387,Renouvelable,Canada,444.2292649976946,faible
Streaming audio,0.7255402033744173,0.7929612951850523,Non-renouvelable,France,1820.012709527463,élevée
Cloud computing,0.4866871573681095,0.35043852939112896,Renouvelable,USA,491.8022520104558,faible
Réseaux sociaux,0.8738699303149119,0.4465760491202775,Renouvelable,UK,874.689005700844,moyenne
Réseaux sociaux,0.9011787776138169,0.32283470898764616,Renouvelable,USA,901.6948453711459,moyenne
Applications de messagerie,0.4216671883885643,0.8124963436618143,Renouvelable,USA,427.5037176047209,faible
Email,0.27661353494693935,0.6962932420416469,Renouvelable,Canada,284.05951926270103,faible
Jeux en ligne,0.5924856265422465,0.15919641175263188,Non-renouvelable,USA,1491.0670632685715,élevée
Éducation en ligne,0.9128531787095191,0.9569514050289902,Non-renouvelable,USA,2283.0992804013104,élevée
Streaming audio,0.21037462334491053,0.9355240067877719,Renouvelable,UK,218.5555671156099,faible
Email,0.623135800564985,0.5116979702824894,Non-renouvelable,Canada,1566.84229431962,élevée
Applications de messagerie,0.6317389577885,0.14147691737369272,Renouvelable,USA,635.2446178915953,moyenne
Streaming vidéo,0.733404268151478,0.6463193666408067,Non-renouvelable,Allemagne,1839.4547304778205,élevée
Email,0.13119249246439452,0.559272081618917,Renouvelable,France,140.2520082759872,faible
Cloud computing,0.7160970573722816,0.20187449778750075,Non-renouvelable,UK,1796.6667875881692,élevée
Streaming audio,0.9095186636132541,0.475250385033771,Renouvelable,USA,909.9421954589845,moyenne
Éducation en ligne,0.17936122219111855,0.5779927341649647,Renouvelable,Allemagne,187.88627778153955,faible
Applications de messagerie,0.23728554026228466,0.36086705926273344,Non-renouvelable,USA,612.9197291865971,moyenne
Streaming vidéo,0.9719503270660698,0.8677811822069667,Non-renouvelable,USA,2429.202857753058,élevée
E-commerce,0.18065649945053175,0.08960244974155845,Renouvelable,Canada,189.16718318239487,faible
Applications de messagerie,0.8548106936752624,0.6358659083329128,Non-renouvelable,Canada,2139.6031060897085,élevée
E-commerce,0.49230228638084,0.42896290266712156,Renouvelable,Canada,497.3550778835545,moyenne
Streaming audio,0.246984022578917,0.7907167307401192,Non-renouvelable,Allemagne,636.8969091478632,moyenne
Réseaux sociaux,0.8711936317767079,0.5638729864005327,Non-renouvelable,USA,2180.1060056494657,élevée
Applications de messagerie,0.4452776450585627,0.1001954268783627,Renouvelable,France,450.85220245263883,faible
Recherche sur internet,0.5148667548591704,0.5265981389314023,Non-renouvelable,UK,1299.1729509759832,élevée
E-commerce,0.3591104023710181,0.04457365237174973,Non-renouvelable,Canada,914.1025892644201,moyenne
Cloud computing,0.593086814689411,0.07995132521778708,Renouvelable,Canada,597.0213429205781,moyenne
Recherche sur internet,0.16318408345550628,0.18585174536245644,Non-renouvelable,USA,429.72158464793137,faible
Stockage de fichiers,0.39099385348323246,0.3664451989540511,Renouvelable,USA,397.17072128524313,faible
Stockage de fichiers,0.9699653586920357,0.21302635438305234,Renouvelable,Allemagne,969.7181991119347,élevée
Streaming vidéo,0.2578984593516884,0.09020173739138791,Renouvelable,Allemagne,265.55209837411627,faible
Éducation en ligne,0.6569432946475232,0.50686567332209,Renouvelable,Canada,660.1692978958794,moyenne
Réseaux sociaux,0.32502938139234394,0.05143480238886792,Renouvelable,USA,331.93816358244794,faible
Streaming audio,0.7738090854633576,0.23068815149412802,Non-renouvelable,France,1939.3459860743367,élevée
Applications de messagerie,0.13049769916162512,0.27582771957680363,Renouvelable,UK,139.56492411116633,faible
Jeux en ligne,0.970374534249925,0.5348456316634564,Renouvelable,USA,970.1228346277593,élevée
Cloud computing,0.45377133098747147,0.48089446445978973,Non-renouvelable,USA,1148.1291149245071,élevée
E-commerce,0.23579102477747943,0.9520095435703833,Non-renouvelable,Allemagne,609.2248967824983,moyenne
Streaming audio,0.07305721919578934,0.7143408268078795,Non-renouvelable,UK,206.90444964178133,faible
Recherche sur internet,0.16942502250086172,0.5882302800488677,Renouvelable,Canada,178.06032603666534,faible
Webinaire,0.5198288407839634,0.6566469765525942,Renouvelable,USA,524.5762090704575,moyenne
Stockage de fichiers,0.3368555810772996,0.012037620226933207,Renouvelable,Canada,343.63314466697346,faible
Webinaire,0.8292807134043607,0.536453917875679,Non-renouvelable,USA,2076.4863305594586,élevée
Cloud computing,0.43084394064103326,0.41443746470565646,Renouvelable,Canada,436.57864842518785,faible
Jeux en ligne,0.24846886396490808,0.2694193021284261,Non-renouvelable,UK,640.567824654384,moyenne
Applications de messagerie,0.6173077539906535,0.6019994214190351,Renouvelable,Allemagne,620.9735367379899,moyenne
Streaming vidéo,0.7070392857816153,0.015626711945284495,Non-renouvelable,UK,1774.2736117914783,élevée
Jeux en ligne,0.166706016322754,0.3097850746616719,Renouvelable,France,175.37148882194037,faible
Cloud computing,0.16728396429695525,0.938526878181768,Renouvelable,Allemagne,175.94302412543448,faible
Jeux en ligne,0.03619110086432006,0.8648872722038485,Renouvelable,UK,46.30471266420754,faible
Cloud computing,0.7366969046019979,0.9912493147192967,Non-renouvelable,France,1847.5949872874603,élevée
Cloud computing,0.6640189880528083,0.02945917958505814,Non-renouvelable,USA,1667.9162058639677,élevée
Email,0.47463575499402455,0.47248594207073685,Renouvelable,USA,479.88456699231574,faible
E-commerce,0.8445847327026467,0.24375386868222454,Renouvelable,Canada,845.7287444795052,moyenne
Webinaire,0.8060417830811025,0.6021146149189855,Renouvelable,Allemagne,807.6134514205527,moyenne
Stockage de fichiers,0.5854819116760025,0.26300947742961284,Non-renouvelable,USA,1473.7520518819615,élevée
Email,0.8687122650098839,0.2813558013597658,Renouvelable,Allemagne,869.588567708126,moyenne
Applications de messagerie,0.20554830332304952,0.4818562196146988,Renouvelable,USA,213.78279793640058,faible
Email,0.1115226590896698,0.6416109077187485,Renouvelable,Canada,120.8004232037506,faible
Réseaux sociaux,0.26952750746788984,0.725408851484619,Renouvelable,UK,277.0521154018197,faible
Réseaux sociaux,0.05662914780977357,0.05396081692094006,Non-renouvelable,Canada,166.28996882105426,faible
Stockage de fichiers,0.5312370451322909,0.22236406413121684,Non-renouvelable,France,1339.6445818025543,élevée
Jeux en ligne,0.9371223829323639,0.11230300755552759,Renouvelable,USA,937.2396353720119,moyenne
E-commerce,0.0388661749733255,0.6661941655799007,Renouvelable,France,48.950105261824554,faible
Stockage de fichiers,0.12172424329762581,0.16795513846439625,Non-renouvelable,France,327.2220371748163,faible
Cloud computing,0.4521790557939746,0.08143637649899814,Non-renouvelable,Allemagne,1144.1925950015022,élevée
Recherche sur internet,0.9343886829128331,0.19282065055579353,Renouvelable,USA,934.5362673526259,moyenne
E-commerce,0.31598541362639565,0.9322533557394407,Non-renouvelable,France,807.4863598174575,moyenne
Éducation en ligne,0.5072758090884393,0.5335399042949082,Non-renouvelable,UK,1280.4061515037713,élevée
